BUYER_ID,SECTION,CATEGORY,BRAND,SUBCATEGORY_BEFORE,SUBCATEGORY_AFTER,SWITCH_FLAG,PROMO_FLAG
MEM_9990013990539156,PERSONAL CARE,3222 - BEAUTY LIQUID SOAP,GIV,3222D - BEAUTY LIQUID SOAP 300-600ML,3222D - BEAUTY LIQUID SOAP 300-600ML,NO_SWITCH,NON PROMO
MEM_9990013990539156,SNACK,2216 - SEAWEED,MAMA SUKA,2216A - SEAWEED 3-10G,2216A - SEAWEED 3-10G,NO_SWITCH,PROMO
MEM_9990013990599014,BISC & CONFECTIONARY,2227 - WAFER BISCUIT,RICHEESE,2227D - WAFER BISCUIT 100-145G,2227D - WAFER BISCUIT 100-145G,NO_SWITCH,PROMO
MEM_9990013990599014,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911A - INSTANT FRIED NOODLE 65-100G,SWITCH,NON PROMO
MEM_9990013990599014,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,NON PROMO
MEM_9990013990599014,TOOTH CARE,3272 - TOOTH PASTE,SYSTEMA,3272C - ADVANCE CARE TOOTH PASTE,3272C - ADVANCE CARE TOOTH PASTE,NO_SWITCH,PROMO
MEM_9990013990781590,BREAKFAST,1223 - PURE COFFEE,NESCAFE,1223A - PURE COFFEE 50-100G,1223A - PURE COFFEE 50-100G,NO_SWITCH,NON PROMO
MEM_9990013990781590,ICE CREAM,6241 - TAKE HOME ICE CREAM,WALL'S,6241A - TAKE HOME 300-410ML,6241A - TAKE HOME 300-410ML,NO_SWITCH,NON PROMO
MEM_9990013990781590,ICE CREAM,6242 - IMPULSE ICE CREAM,WALL'S,6242B - IMPULSE STICK,6242B - IMPULSE STICK,NO_SWITCH,NON PROMO
MEM_9990013990781590,STAPLE NEED,1811 - CANNED MEAT,PRONAS,1811C - CANNED MEAT SAC,1811C - CANNED MEAT SAC,NO_SWITCH,PROMO
MEM_9990013990781590,STAPLE NEED,1915 - PASTA,LA FONTE,1915B - INSTANT PASTA,1915B - INSTANT PASTA,NO_SWITCH,PROMO
MEM_9990013991096956,HOUSE HOLD,3615 - ELECTRIC INSECTICIDES,VAPE,3615A - ELECTRIC INSECTICIDES LIQUID,3615A - ELECTRIC INSECTICIDES LIQUID,NO_SWITCH,PROMO
MEM_9990013991096956,MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,SGM,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,NO_SWITCH,PROMO
MEM_9990013991096956,MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,SGM,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,SWITCH,PROMO
MEM_9990013991750900,SNACK,2213 - EXTRUDED & PELLET,OISHI,2213D - EXTRUDED & PELLET >100G,2213D - EXTRUDED & PELLET >100G,NO_SWITCH,NON PROMO
MEM_9990013991750900,SNACK,2217 - CORN,HAPPY TOS,2217B - CORN 100-200G,2217B - CORN 100-200G,NO_SWITCH,NON PROMO
MEM_9990013991750900,TOY'S,4611 - TOYS,MATCHBOX,4611A - CARS TOYS,4611A - CARS TOYS,NO_SWITCH,NON PROMO
MEM_9990013992029793,BISC & CONFECTIONARY,2333 - DRAGEES CHOCOLATE,CHA CHA,2333B - DRAGEES CHOCOLATE 30-49G,2333A - DRAGEES CHOCOLATE 10-29G,SWITCH,NON PROMO
MEM_9990013992029793,BISC & CONFECTIONARY,2333 - DRAGEES CHOCOLATE,CHA CHA,2333B - DRAGEES CHOCOLATE 30-49G,2333B - DRAGEES CHOCOLATE 30-49G,NO_SWITCH,PROMO
MEM_9990013992029793,CHILLER,1113 - MINERAL WATER,ALFAMART,1113B - MINERAL WATER PET 330-400ML,1113B - MINERAL WATER PET 330-400ML,NO_SWITCH,NON PROMO
MEM_9990013992029793,CHILLER,1115 - REMEDIES DRINK,BADAK,1115A - REMEDIES DRINK CAN,1115A - REMEDIES DRINK CAN,NO_SWITCH,NON PROMO
MEM_9990013992029793,CHILLER,1115 - REMEDIES DRINK,BADAK,1115A - REMEDIES DRINK CAN,1115C - REMEDIES DRINK PET 150-350ML,SWITCH,NON PROMO
MEM_9990013992029793,CHILLER,1156 - RTD COFFEE,NESCAFE,"1156B - RTD COFFEE CAN, BOTTLE, PET","1156B - RTD COFFEE CAN, BOTTLE, PET",NO_SWITCH,PROMO
MEM_9990013992029793,HOUSE HOLD,3513 - TOILET CLEANER,YURI,3513C - TOILET CLEANER 700-1000ML,3513C - TOILET CLEANER 700-1000ML,NO_SWITCH,PROMO
MEM_9990013992029793,HOUSE HOLD,3516 - DISHWASHING CLEANER,MAMA,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990013992029793,HOUSE HOLD,3611 - AEROSOL INSECTICIDES,HIT,3611A - AEROSOL INSECTICIDES 600-700ML,3611B - AEROSOL INSECTICIDES 200-400ML,SWITCH,PROMO
MEM_9990013992029793,HOUSE HOLD,3714 - LIQUID DETERGENT,SOKLIN,3714A - LIQUID DETERGENT BOTTLE,3714A - LIQUID DETERGENT BOTTLE,NO_SWITCH,PROMO
MEM_9990013992029793,SNACK,2214 - TRADITIONAL SNACK,ANGO,2214C - TRADITIONAL CRACKERS,2214C - TRADITIONAL CRACKERS,NO_SWITCH,NON PROMO
MEM_9990013992029793,TOOTH CARE,3272 - TOOTH PASTE,FORMULA,3272B - TOOTH PASTE 130-250G,3272B - TOOTH PASTE 130-250G,NO_SWITCH,PROMO
MEM_9990013993000420,BREAD CORNER (BC),6611 - BREAD,PAROTI,6611B - SWEET BREAD,6611B - SWEET BREAD,NO_SWITCH,NON PROMO
MEM_9990013993000420,CHILLER,1114 - ISOTONIC DRINK,POCARI SWEAT,1114C - ISOTONIC DRINK PET 450-500ML,1114E - ISOTONIC DRINK PET 900ML-1.5L,SWITCH,NON PROMO
MEM_9990013993000420,CHILLER,6226 - CHILLED MEAT BALLS,KANZLER,6226A - CHILLED MEAT BALLS,6226A - CHILLED MEAT BALLS,NO_SWITCH,NON PROMO
MEM_9990013993000420,FREEZER NUGGET,6231 - CHICKEN NUGGET,SO GOOD,6231B - READY TO COOK BAG 400-500G,6231B - READY TO COOK BAG 400-500G,NO_SWITCH,PROMO
MEM_9990013993000420,NOODLE,1912 - INSTANT NOODLE CUP,POP MIE,1912A - INSTANT FRIED NOODLE CUP,1912B - INSTANT BOILED NOODLE CUP 35-75G,SWITCH,NON PROMO
MEM_9990013993000420,PERSONAL CARE,3211 - SHAMPOO,HEAD & SHOULDER,3211C - SHAMPOO 130-250ML,3211C - SHAMPOO 130-250ML,NO_SWITCH,PROMO
MEM_9990013993000420,SNACK,2212 - POTATOES,CHITATO LITE,2212B - POTATOES 54-85G,2212B - POTATOES 54-85G,NO_SWITCH,NON PROMO
MEM_9990013993000420,SNACK,2212 - POTATOES,CHITATO LITE,2212B - POTATOES 54-85G,2212D - POTATOES CAN,SWITCH,PROMO
MEM_9990013993027549,SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,SOFTEX,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,NO_SWITCH,PROMO
MEM_9990013993229611,CHILLER,6212 - YOGHURT,YAKULT,6212A - YOGHURT PACK,6212A - YOGHURT PACK,NO_SWITCH,NON PROMO
MEM_9990013993229611,HOUSE HOLD,3516 - DISHWASHING CLEANER,EKONOMI,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990013993229611,HOUSE HOLD,3723 - DILUTE FABRIC CONDITIONER,SOKLIN,3723E - DILUTE FRAGRANCE 800-900ML,3723E - DILUTE FRAGRANCE 800-900ML,NO_SWITCH,PROMO
MEM_9990013993229611,ICE CREAM,6242 - IMPULSE ICE CREAM,WALL'S,6242B - IMPULSE STICK,6242B - IMPULSE STICK,NO_SWITCH,NON PROMO
MEM_9990013993229611,MEJA KASIR,2332 - BLOCK CHOCOLATE,SILVER QUEEN,2332A - BLOCK CHOCOLATE 10-29G,2332C - BLOCK CHOCOLATE 50-99G,SWITCH,PROMO
MEM_9990013993229611,MEJA KASIR,2332 - BLOCK CHOCOLATE,SILVER QUEEN,2332C - BLOCK CHOCOLATE 50-99G,2332C - BLOCK CHOCOLATE 50-99G,NO_SWITCH,PROMO
MEM_9990013993229611,PERSONAL CARE,3251 - BODY LOTION,EMERON,3251C - BODY LOTION 300-600ML,3251C - BODY LOTION 300-600ML,NO_SWITCH,PROMO
MEM_9990013993339862,CHILLER,2023 - TETRAPACK LIQUID MILK,ULTRA,2023B - TETRAPAK LIQUID MILK 160-200ML,2023C - TETRAPAK LIQUID MILK 220-250ML,SWITCH,PROMO
MEM_9990013995498154,BREAD CORNER (BC),6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611A - WHITE BREAD,NO_SWITCH,NON PROMO
MEM_9990013995640098,BREAD CORNER (BC),6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611A - WHITE BREAD,NO_SWITCH,PROMO
MEM_9990013995640098,CHILLER,1112 - CARBONATED DRINK,SPRITE,1112C - CARBONATED DRINK PET 250-450 ML,1112C - CARBONATED DRINK PET 250-450 ML,NO_SWITCH,NON PROMO
MEM_9990013995640098,CHILLER,1112 - CARBONATED DRINK,SPRITE,1112C - CARBONATED DRINK PET 250-450 ML,1112E - CARBONATED DRINK PET 1000-1800ML,SWITCH,PROMO
MEM_9990013995640098,CHILLER,1114 - ISOTONIC DRINK,ISOPLUS,1114B - ISOTONIC DRINK PET 300-380ML,1114B - ISOTONIC DRINK PET 300-380ML,NO_SWITCH,NON PROMO
MEM_9990013995640098,CHILLER,1151 - RTD JUICE,FLORIDINA,1151F - JUICE PET 200-450ML,1151F - JUICE PET 200-450ML,NO_SWITCH,NON PROMO
MEM_9990013995640098,CHILLER,1154 - RTD TEA,ULTRA,1154B - RTD TEA TETRAPACK 250-500ML,1154A - RTD TEA TETRAPACK 200-240ML,SWITCH,PROMO
MEM_9990013995640098,CHILLER,1156 - RTD COFFEE,ABC,"1156B - RTD COFFEE CAN, BOTTLE, PET","1156B - RTD COFFEE CAN, BOTTLE, PET",NO_SWITCH,NON PROMO
MEM_9990013995640098,CHILLER,2023 - TETRAPACK LIQUID MILK,FRISIAN FLAG,2023C - TETRAPAK LIQUID MILK 220-250ML,2023C - TETRAPAK LIQUID MILK 220-250ML,NO_SWITCH,PROMO
MEM_9990013995640098,CHILLER,2023 - TETRAPACK LIQUID MILK,INDOMILK,2023B - TETRAPAK LIQUID MILK 160-200ML,2023B - TETRAPAK LIQUID MILK 160-200ML,NO_SWITCH,PROMO
MEM_9990013995640098,CHILLER,2024 - BOTTLE - CAN LIQUID MILK,MILKU,2024C - BOTTLE LIQUID MILK 160-310ML,2024C - BOTTLE LIQUID MILK 160-310ML,NO_SWITCH,PROMO
MEM_9990013995640098,HOUSE HOLD,3511 - FLOOR CLEANER,SOKLIN,3511B - FLOOR CLEANER FRAGRANCE,3511B - FLOOR CLEANER FRAGRANCE,NO_SWITCH,PROMO
MEM_9990013995640098,HOUSE HOLD,3611 - AEROSOL INSECTICIDES,HIT,3611B - AEROSOL INSECTICIDES 200-400ML,3611B - AEROSOL INSECTICIDES 200-400ML,NO_SWITCH,PROMO
MEM_9990013995640098,HOUSE HOLD,3712 - CREAM DETERGENT,EKONOMI,3712B - CREAM DETERGENT 500-900G,3712B - CREAM DETERGENT 500-900G,NO_SWITCH,NON PROMO
MEM_9990013995640098,HOUSE HOLD,3714 - LIQUID DETERGENT,SOKLIN,3714B - LIQUID DETERGENT 400-900ML,3714B - LIQUID DETERGENT 400-900ML,NO_SWITCH,PROMO
MEM_9990013995640098,MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,ENERVON-C,3118D - ADULT VITAMINS VIT-C,3118D - ADULT VITAMINS VIT-C,NO_SWITCH,PROMO
MEM_9990013995640098,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911A - INSTANT FRIED NOODLE 65-100G,NO_SWITCH,PROMO
MEM_9990013995640098,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,NON PROMO
MEM_9990013995640098,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911D - PREMIUM INSTANT BOILED NOODLE,SWITCH,NON PROMO
MEM_9990013995640098,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911A - INSTANT FRIED NOODLE 65-100G,SWITCH,PROMO
MEM_9990013995640098,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911B - INSTANT BOILED NOODLE 50-99G,NO_SWITCH,NON PROMO
MEM_9990013995640098,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911D - PREMIUM INSTANT BOILED NOODLE,SWITCH,NON PROMO
MEM_9990013995640098,NOODLE,1911 - INSTANT NOODLE BAG,SEDAAP,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,PROMO
MEM_9990013995640098,NOODLE,1911 - INSTANT NOODLE BAG,SEDAAP,1911B - INSTANT BOILED NOODLE 50-99G,1911B - INSTANT BOILED NOODLE 50-99G,NO_SWITCH,PROMO
MEM_9990013995640098,NOODLE,1913 - INSTANT RICE NOODLE,BIHUNKU,1913A - INSTANT RICE NOODLE,1913A - INSTANT RICE NOODLE,NO_SWITCH,NON PROMO
MEM_9990013995640098,STAPLE NEED,1523 - MARGARINE & BUTTER,PALMIA,1523B - MARGARINE & BUTTER BAG 200G,1523B - MARGARINE & BUTTER BAG 200G,NO_SWITCH,PROMO
MEM_9990013995640098,STAPLE NEED,1625 - COCONUT MILK,MAMA KOKO,1625A - COCONUT MILK LIQUID 65-100ML,1625A - COCONUT MILK LIQUID 65-100ML,NO_SWITCH,PROMO
MEM_9990013995640098,STAPLE NEED,1715 - MEAL MAKER,INDOFOOD,1715C - SOUP MEAL MAKER PASTE,1715C - SOUP MEAL MAKER PASTE,NO_SWITCH,NON PROMO
MEM_9990013995640098,STAPLE NEED,1715 - MEAL MAKER,RACIK,1715A - FRIED MEAL MAKER,1715A - FRIED MEAL MAKER,NO_SWITCH,PROMO
MEM_9990013995640098,STAPLE NEED,1715 - MEAL MAKER,SAJIKU,1715D - FRIED RICE MEAL MAKER POWDER,1715D - FRIED RICE MEAL MAKER POWDER,NO_SWITCH,PROMO
MEM_9990013995863083,BEVERAGES,2023 - TETRAPACK LIQUID MILK,ULTRA,2023D - TETRAPAK LIQUID MILK 900-1000ML,2023D - TETRAPAK LIQUID MILK 900-1000ML,NO_SWITCH,PROMO
MEM_9990013995863083,BISC & CONFECTIONARY,2228 - STICK BISCUIT,NYAM-NYAM,2228I - STICK BISCUIT CUP,2228I - STICK BISCUIT CUP,NO_SWITCH,NON PROMO
MEM_9990013995863083,BREAD CORNER (BC),6612 - CAKE,SARI KUE,6612A - CAKE,6612A - CAKE,NO_SWITCH,NON PROMO
MEM_9990013995863083,CHILLER,2023 - TETRAPACK LIQUID MILK,CIMORY,2023C - TETRAPAK LIQUID MILK 220-250ML,2023C - TETRAPAK LIQUID MILK 220-250ML,NO_SWITCH,NON PROMO
MEM_9990013995863083,ICE CREAM,6242 - IMPULSE ICE CREAM,GLICO,6242B - IMPULSE STICK,6242B - IMPULSE STICK,NO_SWITCH,PROMO
MEM_9990013995863083,ICE CREAM,6242 - IMPULSE ICE CREAM,WALL'S,6242B - IMPULSE STICK,6242A - IMPULSE CONE,SWITCH,NON PROMO
MEM_9990013995863083,MEJA KASIR,2321 - POCKET CANDY,FISHERMAN'S,2321C - POCKET CANDY FRESHING THROAT,2321C - POCKET CANDY FRESHING THROAT,NO_SWITCH,NON PROMO
MEM_9990013995863083,MEJA KASIR,4112 - ZINC CARBON,ABC,4112A - ZINC CARBON BULAT,4112A - ZINC CARBON BULAT,NO_SWITCH,NON PROMO
MEM_9990013995863083,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911D - PREMIUM INSTANT BOILED NOODLE,SWITCH,PROMO
MEM_9990013995863083,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911F - INSTANT FRIED NOODLE >100G,SWITCH,NON PROMO
MEM_9990013995863083,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911D - PREMIUM INSTANT BOILED NOODLE,SWITCH,PROMO
MEM_9990013995863083,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911F - INSTANT FRIED NOODLE >100G,SWITCH,NON PROMO
MEM_9990013995863083,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911D - PREMIUM INSTANT BOILED NOODLE,SWITCH,PROMO
MEM_9990013995863083,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911F - INSTANT FRIED NOODLE >100G,NO_SWITCH,NON PROMO
MEM_9990013995863083,SNACK,2211 - PEANUTS,ALFAMART,2211C - PEANUTS 100-190G,2211C - PEANUTS 100-190G,NO_SWITCH,PROMO
MEM_9990013995863083,SNACK,2216 - SEAWEED,MAMA SUKA,2216A - SEAWEED 3-10G,2216A - SEAWEED 3-10G,NO_SWITCH,PROMO
MEM_9990013996266294,HOUSE HOLD,3516 - DISHWASHING CLEANER,EKONOMI,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990013996457445,BREAD CORNER (BC),1313 - CHOCO RICE,ALFAMART,1313A - CHOCO RICE 90G,1313A - CHOCO RICE 90G,NO_SWITCH,PROMO
MEM_9990013996457445,BREAKFAST,2021 - SWEETENED CONDENSED MILK,FRISIAN FLAG,2021B - SWEETENED CONDENSED MILK POUCH,2021A - SWEETENED CONDENSED MILK PACK,SWITCH,NON PROMO
MEM_9990013996457445,BREAKFAST,2021 - SWEETENED CONDENSED MILK,FRISIAN FLAG,2021B - SWEETENED CONDENSED MILK POUCH,2021B - SWEETENED CONDENSED MILK POUCH,NO_SWITCH,PROMO
MEM_9990013996457445,CHILLER,2023 - TETRAPACK LIQUID MILK,GREENFIELDS,2023A - TETRAPAK LIQUID MILK 100-130ML,2023A - TETRAPAK LIQUID MILK 100-130ML,NO_SWITCH,NON PROMO
MEM_9990013996457445,CHILLER,2023 - TETRAPACK LIQUID MILK,ULTRA,2023A - TETRAPAK LIQUID MILK 100-130ML,2023A - TETRAPAK LIQUID MILK 100-130ML,NO_SWITCH,PROMO
MEM_9990013996457445,HOUSE HOLD,3611 - AEROSOL INSECTICIDES,HIT,3611A - AEROSOL INSECTICIDES 600-700ML,3611A - AEROSOL INSECTICIDES 600-700ML,NO_SWITCH,PROMO
MEM_9990013996887881,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611B - SWEET BREAD,6611C - SANDWICH BREAD,SWITCH,NON PROMO
MEM_9990013996887881,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611C - SANDWICH BREAD,6611C - SANDWICH BREAD,NO_SWITCH,NON PROMO
MEM_9990013996887881,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611C - SANDWICH BREAD,SWITCH,NON PROMO
MEM_9990013996887881,PERSONAL CARE,3215 - HAIR STYLING,BELLAGIO,3215A - HAIR STYLING CREAM,3215A - HAIR STYLING CREAM,NO_SWITCH,NON PROMO
MEM_9990013996887881,PERSONAL CARE,3238 - MEN COLOGNE,CASABLANCA,3238A - MEN COLOGNE 50-100ML,3238A - MEN COLOGNE 50-100ML,NO_SWITCH,PROMO
MEM_9990013997232100,STAPLE NEED,1521 - PALM COOKING OIL,SUNCO,1521C - PALM COOKING OIL POUCH 1800-2000ML,1521C - PALM COOKING OIL POUCH 1800-2000ML,NO_SWITCH,PROMO
MEM_9990013997272620,CHILLER,2024 - BOTTLE - CAN LIQUID MILK,BEAR BRAND,2024A - CAN LIQUID MILK,2024A - CAN LIQUID MILK,NO_SWITCH,NON PROMO
MEM_9990013997349116,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,PROMO
MEM_9990013997349116,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911B - INSTANT BOILED NOODLE 50-99G,NO_SWITCH,PROMO
MEM_9990013997349116,STAPLE NEED,1721 - CHILLI,INDOFOOD,1721A - CHILLI PET 120-200ML,1721B - CHILLI PET & BOTTLE 235-275ML,SWITCH,PROMO
MEM_9990013998081251,MILK & DIAPERS,2122 - BABY BISCUIT & SNACK,PROMINA,2122B - BABY SNACK,2122B - BABY SNACK,NO_SWITCH,NON PROMO
MEM_9990013998119396,HOUSE HOLD,3516 - DISHWASHING CLEANER,MAMA,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990013998119396,STAPLE NEED,1511 - RICE,RAJA,1511B - RICE BAG 5KG,1511B - RICE BAG 5KG,NO_SWITCH,PROMO
MEM_9990013998514500,BREAD CORNER (BC),6611 - BREAD,PAROTI,6611B - SWEET BREAD,6611D - PULL APART BREAD,SWITCH,NON PROMO
MEM_9990013998514500,CHILLER,1151 - RTD JUICE,BUAVITA,1151E - JUICE TETRAPACK 750-1200ML,1151D - JUICE TETRAPACK 240-250ML,SWITCH,PROMO
MEM_9990013998514500,CHILLER,1151 - RTD JUICE,ULTRA,1151D - JUICE TETRAPACK 240-250ML,1151B - JUICE TETRAPACK 125-150ML,SWITCH,PROMO
MEM_9990013998514500,CHILLER,1151 - RTD JUICE,ULTRA,1151D - JUICE TETRAPACK 240-250ML,1151D - JUICE TETRAPACK 240-250ML,NO_SWITCH,PROMO
MEM_9990013998514500,MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,ENERVON-C,3118D - ADULT VITAMINS VIT-C,3118D - ADULT VITAMINS VIT-C,NO_SWITCH,PROMO
MEM_9990013998514500,MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,SAFE CARE,3131E - TRADITIONAL & CHINESE MINYAK ANGIN,3131E - TRADITIONAL & CHINESE MINYAK ANGIN,NO_SWITCH,PROMO
MEM_9990013998514500,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911D - PREMIUM INSTANT BOILED NOODLE,1911D - PREMIUM INSTANT BOILED NOODLE,NO_SWITCH,NON PROMO
MEM_9990013998514500,PERSONAL CARE,3211 - SHAMPOO,MAKARIZO,3211C - SHAMPOO 130-250ML,3211C - SHAMPOO 130-250ML,NO_SWITCH,NON PROMO
MEM_9990013998514500,PERSONAL CARE,3222 - BEAUTY LIQUID SOAP,GIV,3222D - BEAUTY LIQUID SOAP 300-600ML,3222D - BEAUTY LIQUID SOAP 300-600ML,NO_SWITCH,PROMO
MEM_9990013998514500,PERSONAL CARE,3232 - WOMEN PARFUME & EDT,REGAZZA,3232A - WOMEN PARFUME & EDT,3232A - WOMEN PARFUME & EDT,NO_SWITCH,PROMO
MEM_9990013998514500,PERSONAL CARE,3241 - FACIAL WASH SOAP,HADA LABO,3241A - FACIAL WASH SOAP WOMEN 20-60G,3241A - FACIAL WASH SOAP WOMEN 20-60G,NO_SWITCH,PROMO
MEM_9990013998514500,PERSONAL CARE,3331 - BEAUTY COTTON,SELECTION,3331A - BEAUTY COTTON,3331A - BEAUTY COTTON,NO_SWITCH,NON PROMO
MEM_9990013998514500,SNACK,2214 - TRADITIONAL SNACK,ALFAMART,2214A - TRADITIONAL CHIPS,2214A - TRADITIONAL CHIPS,NO_SWITCH,NON PROMO
MEM_9990013998514500,SNACK,2214 - TRADITIONAL SNACK,ALFAMART,2214A - TRADITIONAL CHIPS,2214D - TRADITIONAL CRISPY SNACK,SWITCH,NON PROMO
MEM_9990013998514500,TOOTH CARE,3272 - TOOTH PASTE,PEPSODENT,3272B - TOOTH PASTE 130-250G,3272B - TOOTH PASTE 130-250G,NO_SWITCH,NON PROMO
MEM_9990013998768537,TOOTH CARE,3272 - TOOTH PASTE,CIPTADENT,3272B - TOOTH PASTE 130-250G,3272B - TOOTH PASTE 130-250G,NO_SWITCH,PROMO
MEM_9990013998899483,BREAKFAST,1321 - CEREAL,MILO,1321A - CEREAL CUP,1321D - CEREAL BOX,SWITCH,PROMO
MEM_9990013998899483,BREAKFAST,2021 - SWEETENED CONDENSED MILK,INDOMILK,2021B - SWEETENED CONDENSED MILK POUCH,2021B - SWEETENED CONDENSED MILK POUCH,NO_SWITCH,PROMO
MEM_9990013998899483,HOUSE HOLD,3614 - LOTION INSECTICIDES,SOFFELL,3614B - LOTION INSECTICIDES 50-100G,3614B - LOTION INSECTICIDES 50-100G,NO_SWITCH,NON PROMO
MEM_9990013998899483,HOUSE HOLD,3724 - IRONING,KISPRAY,3724D - IRONING BTL 300-500ML,3724C - IRONING REF 200-500ML,SWITCH,PROMO
MEM_9990013998899483,HOUSE HOLD,4251 - CLEANING EQUIPMENT,SCOTCH BRITE,4251C - CLEANING EQUIPMENT KITCHEN,4251C - CLEANING EQUIPMENT KITCHEN,NO_SWITCH,NON PROMO
MEM_9990013998899483,STAPLE NEED,1521 - PALM COOKING OIL,SUNCO,1521C - PALM COOKING OIL POUCH 1800-2000ML,1521C - PALM COOKING OIL POUCH 1800-2000ML,NO_SWITCH,PROMO
MEM_9990013999213681,SNACK,2216 - SEAWEED,MAMA SUKA,2216A - SEAWEED 3-10G,2216A - SEAWEED 3-10G,NO_SWITCH,PROMO
MEM_9990013999507426,BISC & CONFECTIONARY,2227 - WAFER BISCUIT,TANGO,2227D - WAFER BISCUIT 100-145G,2227C - WAFER BISCUIT 45-95G,SWITCH,PROMO
MEM_9990013999507426,BISC & CONFECTIONARY,2227 - WAFER BISCUIT,TANGO,2227D - WAFER BISCUIT 100-145G,2227D - WAFER BISCUIT 100-145G,NO_SWITCH,NON PROMO
MEM_9990013999507426,BISC & CONFECTIONARY,2333 - DRAGEES CHOCOLATE,MILO,2333A - DRAGEES CHOCOLATE 10-29G,2333C - DRAGEES CHOCOLATE 50-160G,SWITCH,NON PROMO
MEM_9990013999507426,SNACK,2217 - CORN,MAXICORN,2217B - CORN 100-200G,2217B - CORN 100-200G,NO_SWITCH,NON PROMO
MEM_9990013999597900,BISC & CONFECTIONARY,2228 - STICK BISCUIT,NYAM-NYAM,2228B - STICK BISCUIT 18-35G,2228I - STICK BISCUIT CUP,SWITCH,NON PROMO
MEM_9990013999597900,BISC & CONFECTIONARY,2228 - STICK BISCUIT,NYAM-NYAM,2228I - STICK BISCUIT CUP,2228I - STICK BISCUIT CUP,NO_SWITCH,NON PROMO
MEM_9990013999597900,BISC & CONFECTIONARY,2331 - ENROBED CHOCOLATE,BENG-BENG,2331B - ENROBED CHOCOLATE 20-45G,2331B - ENROBED CHOCOLATE 20-45G,NO_SWITCH,NON PROMO
